1619,3109,30986,32483,33943,22877,9512,39905,246,9758,40151,9926
1617,3085,36026,37523,38983,22997,8792,34865,247,9038,35111,9206
1643,3829,25946,27443,28903,22757,9514,39185,252,9764,39431,10046
1641,3805,36028,37547,39703,23021,8072,29825,253,8318,30071,8486
1667,4549,25948,27467,29623,22781,8794,34145,258,9044,34391,9326
1665,4525,30988,32507,34663,22901,8074,29105,259,8324,29351,8606
1595,2389,30984,32459,33223,27917,9518,39911,366,9878,40271,9806
1593,2365,36024,37499,38263,28037,8798,34871,367,9158,35231,9086
1649,3835,20906,22403,23863,27797,9520,38465,372,9884,38711,10070
1647,3781,36029,37545,39679,28061,7352,24785,373,7598,25031,7766
1673,4555,20908,22427,24583,27821,8800,33425,378,9164,33671,9350
1671,4501,30989,32505,34639,27941,7354,24065,379,7604,24311,7886
1601,2395,25944,27419,28183,32957,9524,39191,486,9998,39551,9830
1599,2341,36025,37497,38239,33077,8078,29831,487,8438,30191,8366
1625,3115,20904,22379,23143,32837,9526,38471,492,10004,38831,9950
1623,3061,36027,37521,38959,33101,7358,24791,493,7718,25151,7646
1679,4531,20909,22425,24559,32861,8080,28385,498,8444,28631,8630
1677,4507,25949,27465,29599,32981,7360,23345,499,7724,23591,7910
1607,2371,25945,27417,28159,37997,8804,34151,606,9278,34511,9110
1605,2347,30985,32457,33199,38117,8084,29111,607,8558,29471,8390
1631,3091,20905,22377,23119,37877,8806,33431,612,9284,33791,9230
1629,3067,30987,32481,33919,38141,7364,24071,613,7838,24431,7670
1655,3811,20907,22401,23839,37901,8086,28391,618,8564,28751,8510
1653,3787,25947,27441,28879,38021,7366,23351,619,7844,23711,7790
2339,3103,31010,33203,33942,17837,9536,39929,126,9638,40031,9902
2337,3079,36050,38243,38982,17957,8816,34889,127,8918,34991,9182
2363,3823,25970,28163,28902,17717,9538,39209,132,9644,39311,10022
2361,3799,36052,38267,39702,17981,8096,29849,133,8198,29951,8462
2387,4543,25972,28187,29622,17741,8818,34169,138,8924,34271,9302
2385,4519,31012,33227,34662,17861,8098,29129,139,8204,29231,8582
2315,1669,31008,33179,32503,28637,9542,39935,360,9872,40265,9686
2313,1645,36048,38219,37543,28757,8822,34895,361,9152,35225,8966
2369,3834,15866,17363,18823,28517,9544,37745,374,9886,37991,10076
2367,3757,36053,38265,39655,28781,6632,19745,375,6878,19991,7046
2393,4554,15868,17387,19543,28541,8824,32705,380,9166,32951,9356
